amount,description,date,currency
1870.06,Grocery shopping,2023-11-18,INR
3449.78,Grocery shopping,2023-08-22,INR
553.32,Zomato food order,2023-07-18,INR
4455.23,Electricity bill,2023-09-26,INR
3299.69,Mobile recharge,2023-06-11,INR
2146.95,Grocery shopping,2023-08-12,INR
4968.16,Clothing shopping,2023-02-14,INR
1341.15,Book purchase,2023-06-03,INR
2574.68,Electricity bill,2023-12-21,INR
2654.56,Coffee at cafe,2023-05-28,INR
2628.56,Rent payment,2023-11-17,INR
617.19,Ola cab ride,2023-02-19,INR
2065.39,Hotel stay,2023-07-15,INR
3996.69,Medical bill,2023-08-15,INR
822.54,Swiggy food order,2023-07-16,INR
1250.25,Swiggy food order,2023-10-18,INR
4010.8,Clothing shopping,2023-03-16,INR
977.75,Grocery shopping,2023-11-23,INR
121.19,Hotel stay,2023-10-08,INR
2990.66,Coffee at cafe,2023-12-04,INR
4726.59,Medical bill,2023-05-18,INR
2857.1,Medical bill,2023-01-08,INR
979.01,Coffee at cafe,2023-05-18,INR
1466.05,Zomato food order,2023-02-01,INR
4472.19,Swiggy food order,2023-09-12,INR
408.74,Grocery shopping,2023-09-23,INR
3241.44,Gym membership,2023-07-17,INR
1946.05,Movie tickets,2023-05-07,INR
2304.82,Amazon purchase,2023-12-13,INR
1597.12,Flight booking,2023-05-20,INR
3575.61,Rent payment,2023-08-07,INR
667.82,Rent payment,2023-04-22,INR
3833.97,Grocery shopping,2023-12-20,INR
3932.32,Electricity bill,2023-08-22,INR
2309.37,Clothing shopping,2023-10-17,INR
4576.91,Electricity bill,2023-01-19,INR
1851.82,Book purchase,2023-02-23,INR
585.54,Swiggy food order,2023-03-07,INR
1607.35,Zomato food order,2023-02-04,INR
4192.97,Mobile recharge,2023-10-03,INR
3475.24,Medical bill,2023-11-17,INR
3406.41,Rent payment,2023-01-18,INR
2207.22,Hotel stay,2023-01-12,INR
3745.01,Electricity bill,2023-03-03,INR
2538.12,Amazon purchase,2023-08-12,INR
4476.86,Amazon purchase,2023-11-12,INR
4886.55,Zomato food order,2023-05-27,INR
3764.87,Movie tickets,2023-05-16,INR
213.42,Mobile recharge,2023-01-18,INR
616.28,Zomato food order,2023-02-14,INR
4964.11,Clothing shopping,2023-04-14,INR
1772.13,Rent payment,2023-11-15,INR
3867.0,Coffee at cafe,2023-04-08,INR
448.86,Zomato food order,2023-10-03,INR
3572.35,Rent payment,2023-09-16,INR
2195.59,Amazon purchase,2023-01-27,INR
4055.47,Medical bill,2023-03-29,INR
4502.69,Mobile recharge,2023-04-10,INR
3073.63,Coffee at cafe,2023-09-17,INR
4544.29,Clothing shopping,2023-07-03,INR
676.43,Gym membership,2023-05-30,INR
2902.78,Swiggy food order,2023-04-14,INR
4606.58,Book purchase,2023-03-10,INR
1697.52,Grocery shopping,2023-04-16,INR
757.44,Hotel stay,2023-09-07,INR
1827.25,Grocery shopping,2023-08-10,INR
1072.15,Hotel stay,2023-06-19,INR
4556.64,Rent payment,2023-06-03,INR
3562.51,Coffee at cafe,2023-06-29,INR
3427.9,Swiggy food order,2023-11-07,INR
101.24,Book purchase,2023-11-21,INR
1135.81,Amazon purchase,2023-11-06,INR
3222.64,Book purchase,2023-03-08,INR
1414.52,Medical bill,2023-09-11,INR
960.4,Hotel stay,2023-04-20,INR
3526.17,Hotel stay,2023-12-02,INR
1195.82,Rent payment,2023-08-23,INR
1721.13,Mobile recharge,2023-05-15,INR
2882.43,Zomato food order,2023-07-09,INR
1282.89,Grocery shopping,2023-01-06,INR
795.43,Amazon purchase,2023-02-10,INR
1163.38,Grocery shopping,2023-09-03,INR
2308.87,Rent payment,2023-05-04,INR
580.94,Electricity bill,2023-09-07,INR
2378.45,Movie tickets,2023-02-28,INR
2840.85,Grocery shopping,2023-11-20,INR
4343.38,Book purchase,2023-07-24,INR
3405.25,Movie tickets,2023-07-16,INR
3052.64,Medical bill,2023-12-07,INR
862.59,Clothing shopping,2023-07-29,INR
3939.18,Mobile recharge,2023-02-20,INR
178.72,Swiggy food order,2023-01-10,INR
3238.52,Movie tickets,2023-12-14,INR
1837.85,Movie tickets,2023-11-13,INR
3773.38,Mobile recharge,2023-04-29,INR
2898.71,Gym membership,2023-09-04,INR
2101.76,Medical bill,2023-09-08,INR
4432.42,Book purchase,2023-04-07,INR
1442.55,Gym membership,2023-09-19,INR
307.9,Grocery shopping,2023-09-11,INR
3452.21,Medical bill,2023-08-01,INR
4376.58,Hotel stay,2023-07-02,INR
1453.36,Flight booking,2023-03-29,INR
142.36,Zomato food order,2023-04-07,INR
2181.24,Swiggy food order,2023-12-05,INR
3870.59,Clothing shopping,2023-04-29,INR
1495.84,Ola cab ride,2023-04-01,INR
4042.53,Medical bill,2023-02-06,INR
2337.13,Mobile recharge,2023-10-26,INR
2489.76,Electricity bill,2023-09-21,INR
4093.44,Amazon purchase,2023-07-25,INR
3768.78,Mobile recharge,2023-04-30,INR
2236.03,Movie tickets,2023-08-29,INR
2654.73,Medical bill,2023-10-08,INR
1375.19,Ola cab ride,2023-05-07,INR
3481.36,Movie tickets,2023-06-08,INR
398.81,Coffee at cafe,2023-11-02,INR
3383.09,Swiggy food order,2023-03-08,INR
4536.15,Gym membership,2023-02-13,INR
4439.95,Grocery shopping,2023-01-21,INR
4469.95,Hotel stay,2023-07-29,INR
1904.88,Flight booking,2023-05-01,INR
2656.55,Clothing shopping,2023-11-10,INR
243.46,Gym membership,2023-10-22,INR
899.8,Mobile recharge,2023-02-20,INR
2023.17,Rent payment,2023-03-26,INR
4521.94,Hotel stay,2023-09-27,INR
4643.02,Flight booking,2023-10-13,INR
4644.28,Amazon purchase,2023-05-18,INR
4184.91,Book purchase,2023-09-07,INR
1098.42,Movie tickets,2023-12-07,INR
4035.09,Zomato food order,2023-08-16,INR
2980.31,Mobile recharge,2023-05-08,INR
1733.8,Mobile recharge,2023-12-19,INR
1011.29,Rent payment,2023-03-16,INR
2714.06,Rent payment,2023-09-13,INR
2619.29,Book purchase,2023-09-16,INR
1941.55,Coffee at cafe,2023-12-01,INR
1476.81,Hotel stay,2023-08-22,INR
2281.6,Hotel stay,2023-09-07,INR
2820.27,Ola cab ride,2023-02-10,INR
2638.24,Flight booking,2023-09-08,INR
1691.92,Movie tickets,2023-10-16,INR
3144.82,Book purchase,2023-01-17,INR
2584.95,Coffee at cafe,2023-07-04,INR
203.03,Clothing shopping,2023-08-23,INR
3624.76,Medical bill,2023-10-27,INR
1435.03,Book purchase,2023-05-21,INR
1406.53,Clothing shopping,2023-10-08,INR
4399.39,Grocery shopping,2023-11-03,INR
2422.66,Coffee at cafe,2023-01-31,INR
3327.28,Zomato food order,2023-10-20,INR
2787.27,Flight booking,2023-05-01,INR
3366.56,Medical bill,2023-06-15,INR
4322.3,Medical bill,2023-10-13,INR
3355.58,Gym membership,2023-06-21,INR
2969.27,Amazon purchase,2023-11-20,INR
4280.45,Flight booking,2023-12-23,INR
2343.87,Book purchase,2023-03-17,INR
2165.07,Zomato food order,2023-05-17,INR
2441.48,Medical bill,2023-08-21,INR
2891.11,Mobile recharge,2023-05-06,INR
3712.6,Gym membership,2023-07-04,INR
4466.6,Movie tickets,2023-07-22,INR
2343.44,Zomato food order,2023-11-26,INR
3676.48,Mobile recharge,2023-08-21,INR
4544.19,Movie tickets,2023-03-23,INR
3334.45,Grocery shopping,2023-02-03,INR
3722.53,Gym membership,2023-03-04,INR
4696.53,Book purchase,2023-08-24,INR
2101.95,Electricity bill,2023-03-22,INR
2457.21,Rent payment,2023-03-30,INR
1079.37,Medical bill,2023-03-07,INR
514.99,Flight booking,2023-04-25,INR
648.72,Hotel stay,2023-07-15,INR
2433.94,Hotel stay,2023-04-03,INR
2534.95,Flight booking,2023-10-29,INR
1964.59,Flight booking,2023-01-04,INR
2798.34,Flight booking,2023-07-29,INR
4992.61,Mobile recharge,2023-05-29,INR
2104.18,Mobile recharge,2023-01-25,INR
3248.36,Mobile recharge,2023-03-23,INR
1636.39,Electricity bill,2023-08-03,INR
2418.15,Gym membership,2023-05-13,INR
1713.26,Clothing shopping,2023-02-07,INR
3099.93,Mobile recharge,2023-04-04,INR
362.56,Coffee at cafe,2023-01-18,INR
1623.18,Flight booking,2023-09-09,INR
3330.26,Hotel stay,2023-12-24,INR
1713.29,Book purchase,2023-12-16,INR
3494.2,Hotel stay,2023-06-23,INR
984.78,Gym membership,2023-07-19,INR
1333.4,Hotel stay,2023-03-15,INR
2426.96,Electricity bill,2023-03-30,INR
706.03,Flight booking,2023-11-19,INR
1473.01,Clothing shopping,2023-05-27,INR
4181.49,Movie tickets,2023-02-06,INR
280.2,Medical bill,2023-10-21,INR
4600.2,Gym membership,2023-01-12,INR
3850.08,Medical bill,2023-04-09,INR
3535.66,Book purchase,2023-01-25,INR
2033.74,Swiggy food order,2023-01-03,INR
1630.58,Ola cab ride,2023-11-12,INR
4574.81,Coffee at cafe,2023-10-28,INR
516.42,Ola cab ride,2023-10-13,INR
1801.66,Book purchase,2023-05-14,INR
4945.46,Movie tickets,2023-09-25,INR
2661.79,Ola cab ride,2023-07-22,INR
3051.54,Electricity bill,2023-12-06,INR
884.72,Gym membership,2023-07-02,INR
1555.4,Clothing shopping,2023-03-09,INR
1096.97,Book purchase,2023-06-19,INR
3673.26,Hotel stay,2023-11-14,INR
430.92,Movie tickets,2023-06-06,INR
1391.35,Electricity bill,2023-02-04,INR
911.08,Coffee at cafe,2023-02-11,INR
1699.66,Book purchase,2023-07-27,INR
3246.0,Electricity bill,2023-10-04,INR
4156.39,Book purchase,2023-05-23,INR
1175.78,Flight booking,2023-03-09,INR
4078.43,Amazon purchase,2023-08-03,INR
3423.76,Rent payment,2023-06-15,INR
1478.77,Clothing shopping,2023-04-02,INR
3594.2,Grocery shopping,2023-09-28,INR
2268.84,Electricity bill,2023-07-17,INR
3111.52,Amazon purchase,2023-01-18,INR
4614.79,Amazon purchase,2023-02-14,INR
4289.45,Flight booking,2023-06-25,INR
882.45,Zomato food order,2023-10-12,INR
3287.43,Ola cab ride,2023-10-14,INR
4277.49,Movie tickets,2023-09-11,INR
204.96,Ola cab ride,2023-06-19,INR
4612.07,Flight booking,2023-01-02,INR
2012.98,Electricity bill,2023-03-03,INR
3146.71,Rent payment,2023-12-31,INR
105.47,Grocery shopping,2023-06-10,INR
1647.08,Rent payment,2023-07-13,INR
3334.93,Coffee at cafe,2023-10-29,INR
4882.43,Flight booking,2023-08-11,INR
662.76,Gym membership,2023-03-02,INR
4358.54,Rent payment,2023-10-09,INR
4399.4,Amazon purchase,2023-02-01,INR
1846.22,Electricity bill,2023-02-10,INR
2705.12,Grocery shopping,2023-10-25,INR
4335.83,Flight booking,2023-04-28,INR
3540.82,Book purchase,2023-04-18,INR
1534.34,Rent payment,2023-08-25,INR
328.24,Zomato food order,2023-11-01,INR
1049.21,Clothing shopping,2023-10-30,INR
2679.86,Flight booking,2023-08-05,INR
475.39,Electricity bill,2023-08-11,INR
2274.79,Zomato food order,2023-12-11,INR
4538.83,Amazon purchase,2023-06-07,INR
3118.1,Ola cab ride,2023-09-04,INR
3891.01,Ola cab ride,2023-08-21,INR
4637.33,Medical bill,2023-06-07,INR
4638.6,Electricity bill,2023-12-11,INR
2687.98,Gym membership,2023-05-27,INR
257.82,Rent payment,2023-10-19,INR
4249.3,Swiggy food order,2023-06-25,INR
2844.54,Amazon purchase,2023-06-16,INR
883.57,Mobile recharge,2023-10-27,INR
3558.84,Book purchase,2023-10-04,INR
4603.87,Amazon purchase,2023-11-06,INR
2488.61,Coffee at cafe,2023-03-23,INR
256.65,Movie tickets,2023-12-14,INR
3303.03,Rent payment,2023-01-30,INR
287.1,Swiggy food order,2023-06-08,INR
4688.65,Medical bill,2023-09-29,INR
1767.63,Coffee at cafe,2023-11-26,INR
3183.72,Clothing shopping,2023-05-05,INR
4986.7,Gym membership,2023-07-16,INR
4846.54,Zomato food order,2023-07-23,INR
4346.82,Coffee at cafe,2023-08-26,INR
4313.54,Book purchase,2023-11-03,INR
3017.27,Amazon purchase,2023-05-09,INR
2374.53,Book purchase,2023-06-05,INR
2077.17,Flight booking,2023-06-14,INR
506.3,Coffee at cafe,2023-10-28,INR
838.33,Electricity bill,2023-12-27,INR
2886.12,Amazon purchase,2023-05-22,INR
3892.82,Mobile recharge,2023-12-23,INR
2506.19,Electricity bill,2023-11-20,INR
4382.03,Zomato food order,2023-02-06,INR
3683.73,Clothing shopping,2023-06-17,INR
2376.51,Medical bill,2023-07-04,INR
512.15,Rent payment,2023-06-23,INR
2836.96,Swiggy food order,2023-06-07,INR
707.4,Gym membership,2023-01-16,INR
2961.94,Amazon purchase,2023-10-12,INR
1780.28,Coffee at cafe,2023-11-03,INR
2806.64,Rent payment,2023-07-08,INR
4126.51,Rent payment,2023-05-20,INR
3858.05,Ola cab ride,2023-04-04,INR
3911.32,Gym membership,2023-05-11,INR
1388.17,Book purchase,2023-04-28,INR
820.6,Coffee at cafe,2023-02-11,INR
3039.7,Gym membership,2023-01-10,INR
3603.58,Ola cab ride,2023-10-22,INR
4906.78,Clothing shopping,2023-06-15,INR
3307.34,Mobile recharge,2023-09-22,INR
3048.93,Mobile recharge,2023-12-15,INR
3599.8,Gym membership,2023-11-03,INR
780.54,Grocery shopping,2023-09-13,INR
1086.49,Electricity bill,2023-06-19,INR
1875.17,Zomato food order,2023-02-13,INR
4116.67,Flight booking,2023-02-08,INR
4967.38,Hotel stay,2023-04-24,INR
356.12,Clothing shopping,2023-12-08,INR
1928.13,Rent payment,2023-05-22,INR
2481.78,Coffee at cafe,2023-11-03,INR
4798.31,Amazon purchase,2023-06-25,INR
3831.71,Flight booking,2023-04-23,INR
1588.13,Medical bill,2023-06-28,INR
659.05,Clothing shopping,2023-11-03,INR
4033.47,Movie tickets,2023-08-16,INR
4788.91,Swiggy food order,2023-02-12,INR
1422.17,Clothing shopping,2023-08-04,INR
2414.89,Ola cab ride,2023-11-20,INR
986.91,Medical bill,2023-12-20,INR
1071.46,Zomato food order,2023-02-09,INR
1691.54,Electricity bill,2023-03-27,INR
2086.48,Swiggy food order,2023-12-14,INR
3968.35,Flight booking,2023-04-16,INR
4218.13,Book purchase,2023-03-16,INR
638.77,Flight booking,2023-01-06,INR
1457.33,Movie tickets,2023-06-05,INR
2995.0,Hotel stay,2023-05-19,INR
576.45,Medical bill,2023-10-20,INR
2189.32,Mobile recharge,2023-05-18,INR
4979.47,Amazon purchase,2023-12-03,INR
4124.36,Zomato food order,2023-06-03,INR
2031.91,Ola cab ride,2023-05-19,INR
2145.73,Swiggy food order,2023-05-21,INR
995.8,Zomato food order,2023-06-16,INR
4637.92,Swiggy food order,2023-07-13,INR
4383.61,Gym membership,2023-07-04,INR
1703.37,Amazon purchase,2023-10-09,INR
2200.63,Book purchase,2023-10-09,INR
1801.43,Hotel stay,2023-07-20,INR
1967.33,Book purchase,2023-08-17,INR
4228.36,Swiggy food order,2023-03-16,INR
710.65,Zomato food order,2023-10-08,INR
4056.34,Coffee at cafe,2023-05-17,INR
1511.09,Movie tickets,2023-03-10,INR
1519.63,Medical bill,2023-04-05,INR
1231.41,Zomato food order,2023-10-16,INR
881.42,Hotel stay,2023-01-30,INR
1821.29,Flight booking,2023-02-06,INR
497.02,Mobile recharge,2023-04-10,INR
724.6,Mobile recharge,2023-02-06,INR
3743.92,Medical bill,2023-09-23,INR
453.05,Ola cab ride,2023-12-26,INR
3831.57,Gym membership,2023-07-27,INR
4004.01,Rent payment,2023-01-05,INR
3983.07,Hotel stay,2023-08-06,INR
563.12,Hotel stay,2023-12-11,INR
1192.65,Flight booking,2023-06-12,INR
4462.36,Medical bill,2023-06-07,INR
2730.31,Grocery shopping,2023-05-20,INR
3617.66,Zomato food order,2023-06-03,INR
4988.54,Rent payment,2023-03-16,INR
1061.28,Rent payment,2023-08-05,INR
4408.6,Gym membership,2023-04-19,INR
3850.21,Zomato food order,2023-02-04,INR
995.11,Ola cab ride,2023-08-25,INR
1112.34,Gym membership,2023-04-08,INR
3183.48,Swiggy food order,2023-01-10,INR
2577.47,Electricity bill,2023-11-15,INR
3992.23,Grocery shopping,2023-05-12,INR
1050.44,Gym membership,2023-08-18,INR
4345.61,Amazon purchase,2023-03-27,INR
3348.66,Gym membership,2023-04-17,INR
367.38,Swiggy food order,2023-12-24,INR
1466.77,Amazon purchase,2023-02-23,INR
773.68,Mobile recharge,2023-07-28,INR
631.44,Coffee at cafe,2023-05-04,INR
3504.97,Grocery shopping,2023-07-18,INR
663.04,Coffee at cafe,2023-04-10,INR
4422.5,Clothing shopping,2023-08-13,INR
3464.15,Rent payment,2023-02-09,INR
4415.36,Mobile recharge,2023-07-23,INR
4977.24,Ola cab ride,2023-03-03,INR
971.31,Zomato food order,2023-04-24,INR
1381.92,Coffee at cafe,2023-04-16,INR
1329.83,Grocery shopping,2023-05-12,INR
1577.31,Zomato food order,2023-02-10,INR
4156.28,Grocery shopping,2023-03-09,INR
4823.87,Coffee at cafe,2023-10-29,INR
4839.04,Gym membership,2023-05-21,INR
200.79,Hotel stay,2023-06-02,INR
1916.27,Movie tickets,2023-05-01,INR
323.36,Grocery shopping,2023-05-30,INR
4089.33,Gym membership,2023-03-16,INR
2026.42,Electricity bill,2023-08-26,INR
1028.47,Gym membership,2023-05-30,INR
4569.07,Coffee at cafe,2023-12-08,INR
4778.44,Zomato food order,2023-09-07,INR
3809.78,Mobile recharge,2023-05-06,INR
399.3,Flight booking,2023-09-16,INR
2403.99,Hotel stay,2023-12-18,INR
3940.92,Clothing shopping,2023-04-12,INR
3791.89,Amazon purchase,2023-05-21,INR
3965.42,Electricity bill,2023-10-25,INR
3673.91,Ola cab ride,2023-01-30,INR
669.84,Ola cab ride,2023-04-12,INR
1551.71,Gym membership,2023-02-25,INR
3902.6,Medical bill,2023-09-18,INR
2347.44,Amazon purchase,2023-06-05,INR
1398.12,Mobile recharge,2023-06-14,INR
2449.82,Movie tickets,2023-07-18,INR
1000.54,Mobile recharge,2023-08-02,INR
3341.52,Medical bill,2023-12-11,INR
2742.72,Swiggy food order,2023-01-24,INR
4040.44,Flight booking,2023-01-24,INR
3808.51,Movie tickets,2023-10-11,INR
2780.85,Clothing shopping,2023-02-11,INR
2891.52,Grocery shopping,2023-08-28,INR
3944.16,Zomato food order,2023-02-16,INR
596.26,Grocery shopping,2023-01-29,INR
1341.25,Coffee at cafe,2023-01-01,INR
3779.0,Grocery shopping,2023-07-28,INR
3468.55,Clothing shopping,2023-12-13,INR
1849.0,Grocery shopping,2023-07-23,INR
799.05,Amazon purchase,2023-09-30,INR
1357.44,Zomato food order,2023-02-16,INR
3889.61,Mobile recharge,2023-05-25,INR
1726.47,Medical bill,2023-04-05,INR
3995.22,Clothing shopping,2023-04-12,INR
4754.85,Clothing shopping,2023-09-08,INR
3887.93,Flight booking,2023-06-14,INR
1984.9,Mobile recharge,2023-12-28,INR
2773.86,Medical bill,2023-07-28,INR
2875.38,Flight booking,2023-07-11,INR
446.65,Clothing shopping,2023-12-26,INR
3950.15,Hotel stay,2023-11-06,INR
3652.86,Gym membership,2023-04-02,INR
872.71,Grocery shopping,2023-04-24,INR
2529.83,Book purchase,2023-10-02,INR
2990.18,Amazon purchase,2023-05-01,INR
2083.94,Clothing shopping,2023-09-04,INR
1942.56,Gym membership,2023-10-28,INR
3171.89,Clothing shopping,2023-10-11,INR
1102.5,Rent payment,2023-04-26,INR
549.35,Movie tickets,2023-06-03,INR
2002.35,Grocery shopping,2023-05-07,INR
3805.81,Electricity bill,2023-05-05,INR
2420.6,Movie tickets,2023-01-08,INR
3991.82,Medical bill,2023-12-12,INR
1390.16,Hotel stay,2023-02-10,INR
578.93,Zomato food order,2023-04-01,INR
2596.6,Amazon purchase,2023-12-28,INR
128.42,Hotel stay,2023-05-21,INR
2274.5,Hotel stay,2023-03-23,INR
678.6,Electricity bill,2023-03-11,INR
113.28,Flight booking,2023-02-17,INR
3258.16,Clothing shopping,2023-07-23,INR
1766.67,Zomato food order,2023-07-25,INR
2623.93,Electricity bill,2023-06-04,INR
1821.32,Book purchase,2023-06-10,INR
3358.89,Grocery shopping,2023-03-03,INR
4131.91,Hotel stay,2023-11-15,INR
3857.03,Zomato food order,2023-08-09,INR
4634.72,Flight booking,2023-01-05,INR
2127.21,Zomato food order,2023-09-29,INR
1413.0,Book purchase,2023-08-11,INR
2704.62,Rent payment,2023-08-06,INR
2644.13,Gym membership,2023-08-20,INR
3876.14,Ola cab ride,2023-02-18,INR
1249.58,Mobile recharge,2023-12-12,INR
4327.14,Grocery shopping,2023-08-02,INR
4681.62,Medical bill,2023-12-20,INR
929.75,Hotel stay,2023-01-30,INR
1946.53,Amazon purchase,2023-10-17,INR
4919.31,Movie tickets,2023-03-20,INR
2486.45,Rent payment,2023-10-09,INR
1826.52,Electricity bill,2023-11-09,INR
3234.96,Gym membership,2023-04-18,INR
4853.87,Book purchase,2023-07-23,INR
1941.15,Rent payment,2023-11-07,INR
2557.75,Book purchase,2023-05-08,INR
3774.53,Grocery shopping,2023-05-19,INR
480.43,Electricity bill,2023-02-12,INR
1678.44,Swiggy food order,2023-01-27,INR
1943.18,Flight booking,2023-05-06,INR
1047.46,Grocery shopping,2023-05-22,INR
1531.79,Hotel stay,2023-09-20,INR
431.83,Coffee at cafe,2023-12-24,INR
3484.39,Coffee at cafe,2023-09-26,INR
3325.7,Book purchase,2023-04-05,INR
2120.43,Mobile recharge,2023-04-30,INR
1331.12,Mobile recharge,2023-02-22,INR
2924.39,Zomato food order,2023-01-19,INR
4731.12,Clothing shopping,2023-01-28,INR
3242.6,Electricity bill,2023-03-25,INR
2680.57,Book purchase,2023-11-16,INR
3933.48,Ola cab ride,2023-01-27,INR
3271.83,Electricity bill,2023-10-03,INR
3703.12,Flight booking,2023-12-04,INR
